,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
4,3,3,Scanner,0.45392185,0.9806701,0.45392185,0.62059116
5,3,3,Brute force,0.99284226,0.9571593,0.99284226,0.97467434
6,3,3,Generic,0.984198,0.99969715,0.984198,0.99188703
7,3,3,Exploit,0.8693707,0.75714284,0.8693707,0.809385
8,3,3,Infection,0.94364935,0.97836167,0.94364935,0.96069205
0,3,4,Botnet,0.9660006,0.40963703,0.9660006,0.5753108
1,3,4,DoS,0.15861657,0.875,0.15861657,0.26855123
2,3,4,MITM,0.99970174,0.97811496,0.99970174,0.9887906
3,3,4,Normal,0.7563376,0.8787249,0.7563376,0.8129508
4,3,4,Scanner,0.42188433,0.9943781,0.42188433,0.59242207
5,3,4,Brute force,0.98687744,0.96981245,0.98687744,0.97827053
6,3,4,Generic,0.9916518,0.9996994,0.9916518,0.99565935
7,3,4,Exploit,0.90486133,0.77220666,0.90486133,0.83328754
8,3,4,Infection,0.9519833,0.9788408,0.9519833,0.96522534
0,3,5,Botnet,0.064419925,0.90756303,0.064419925,0.120300755
1,3,5,DoS,0.9830003,0.40219647,0.9830003,0.5708348
2,3,5,MITM,0.9988074,0.9829812,0.9988074,0.9908311
3,3,5,Normal,0.7470921,0.97546726,0.7470921,0.8461408
4,3,5,Scanner,0.44484198,0.99004644,0.44484198,0.6138655
5,3,5,Brute force,0.9973158,0.9729415,0.9973158,0.98497796
6,3,5,Generic,0.99164927,0.9984985,0.99164927,0.99506205
7,3,5,Exploit,0.98717946,0.7743218,0.98717946,0.8678899
8,3,5,Infection,0.94810617,0.9869606,0.94810617,0.96714336
0,4,1,Botnet,0.09123435,0.6876404,0.09123435,0.16109504
1,4,1,DoS,0.960334,0.40194732,0.960334,0.5667018
2,4,1,MITM,0.99970186,0.9818448,0.99970186,0.99069285
3,4,1,Normal,0.73903966,0.9407745,0.73903966,0.82779354
4,4,1,Scanner,0.4357292,0.99591005,0.4357292,0.6062241
5,4,1,Brute force,0.996124,0.9644919,0.996124,0.9800528
6,4,1,Generic,0.99314046,0.9961113,0.99314046,0.99462366
7,4,1,Exploit,0.94931424,0.7543236,0.94931424,0.84066004
8,4,1,Infection,0.9376678,0.98836845,0.9376678,0.9623508
0,4,2,Botnet,0.9531902,0.40840572,0.9531902,0.57181185
1,4,2,DoS,0.14315538,0.9302326,0.14315538,0.24812613
2,4,2,MITM,0.9970176,0.9757735,0.9970176,0.98628116
3,4,2,Normal,0.7143709,0.8517597,0.7143709,0.77703905
4,4,2,Scanner,0.43364152,0.9993127,0.43364152,0.6048253
5,4,2,Brute force,0.9859869,0.96639395,0.9859869,0.9760921
6,4,2,Generic,0.99075454,0.99969906,0.99075454,0.9952067
7,4,2,Exploit,0.88458097,0.7327075,0.88458097,0.8015133
8,4,2,Infection,0.95289207,0.95402986,0.95289207,0.95346063
0,4,3,Botnet,0.06233224,0.8038462,0.06233224,0.11569333
1,4,3,DoS,0.97167563,0.39666504,0.97167563,0.5633535
2,4,3,MITM,0.99940354,0.97753793,0.99940354,0.98834985
3,4,3,Normal,0.77608824,0.86998665,0.77608824,0.8203593
4,4,3,Scanner,0.42857143,0.99861014,0.42857143,0.59974957
5,4,3,Brute force,0.9904563,0.96624964,0.9904563,0.97820324
6,4,3,Generic,0.99224806,0.99730295,0.99224806,0.99476904
7,4,3,Exploit,0.88756335,0.7725857,0.88756335,0.82609296
8,4,3,Infection,0.9466309,0.98602486,0.9466309,0.96592635
0,4,4,Botnet,0.96868473,0.40362868,0.96868473,0.5698246
1,4,4,DoS,0.057543233,0.70955884,0.057543233,0.1064534
2,4,4,MITM,0.9955264,0.97917277,0.9955264,0.98728186
3,4,4,Normal,0.581867,0.90744185,0.581867,0.70906776
4,4,4,Scanner,0.43828264,0.991234,0.43828264,0.6078147
5,4,4,Brute force,0.9898598,0.9761765,0.9898598,0.98297054
6,4,4,Generic,0.9791294,0.99878347,0.9791294,0.98885876
7,4,4,Exploit,0.9749478,0.66700673,0.9749478,0.7921008
8,4,4,Infection,0.9129138,0.947678,0.9129138,0.9299711
0,4,5,Botnet,0.95973754,0.41710952,0.95973754,0.58149624
1,4,5,DoS,0.16462868,0.9277311,0.16462868,0.27963525
2,4,5,MITM,0.99970186,0.9730122,0.99970186,0.9861765
3,4,5,Normal,0.7148822,0.9305124,0.7148822,0.8085681
4,4,5,Scanner,0.46332738,0.9993569,0.46332738,0.63312286
5,4,5,Brute force,0.9952282,0.9669661,0.9952282,0.9808937
6,4,5,Generic,0.99224573,0.9984994,0.99224573,0.99536276
7,4,5,Exploit,0.9564699,0.7476113,0.9564699,0.8392413
8,4,5,Infection,0.94840443,0.98788446,0.94840443,0.967742
0,5,1,Botnet,0.07334526,0.8913044,0.07334526,0.13553719
1,5,1,DoS,0.9773337,0.39905018,0.9773337,0.56670994
2,5,1,MITM,0.9991056,0.9815466,0.9991056,0.99024826
3,5,1,Normal,0.7032508,0.9268868,0.7032508,0.79972863
4,5,1,Scanner,0.42946616,0.98427886,0.42946616,0.59800667
5,5,1,Brute force,0.96362555,0.96824443,0.96362555,0.96592945
6,5,1,Generic,0.99284226,0.9985003,0.99284226,0.9956632
7,5,1,Exploit,0.9472272,0.74507505,0.9472272,0.8340772
8,5,1,Infection,0.94572026,0.9505396,0.94572026,0.9481239
0,5,2,Botnet,0.94812167,0.40800616,0.94812167,0.5705059
1,5,2,DoS,0.15896213,0.8250774,0.15896213,0.26656663
2,5,2,MITM,1.0,0.98299617,1.0,0.99142516
3,5,2,Normal,0.7710197,0.79765576,0.7710197,0.78411156
4,5,2,Scanner,0.44885176,0.99602914,0.44885176,0.61883223
5,5,2,Brute force,0.9949314,0.9680882,0.9949314,0.9813263
6,5,2,Generic,0.9910528,0.97363025,0.9910528,0.9822643
7,5,2,Exploit,0.78407395,0.7528637,0.78407395,0.7681519
8,5,2,Infection,0.9472272,0.9851163,0.9472272,0.9658003
0,5,3,Botnet,0.07366537,0.8344595,0.07366537,0.13537955
1,5,3,DoS,0.954681,0.40095165,0.954681,0.5647266
2,5,3,MITM,0.9976141,0.9777843,0.9976141,0.9875997
3,5,3,Normal,0.9275492,0.65494734,0.9275492,0.7677689
4,5,3,Scanner,0.45481658,0.920338,0.45481658,0.6087825
5,5,3,Brute force,0.9964211,0.9636573,0.9964211,0.97976536
6,5,3,Generic,0.994037,0.9994005,0.994037,0.9967115
7,5,3,Exploit,0.51893824,0.8333333,0.51893824,0.6395883
8,5,3,Infection,0.9403697,0.9918239,0.9403697,0.9654117
0,5,4,Botnet,0.080823146,0.6948718,0.080823146,0.14480364
1,5,4,DoS,0.16129994,0.76846594,0.16129994,0.2666338
2,5,4,MITM,0.998807,0.9775248,0.998807,0.98805135
3,5,4,Normal,0.7813898,0.7797619,0.7813898,0.780575
4,5,4,Scanner,0.96750146,0.36472967,0.96750146,0.5297526
5,5,4,Brute force,0.99194753,0.9716623,0.99194753,0.9817001
6,5,4,Generic,0.98300534,0.9909829,0.98300534,0.986978
7,5,4,Exploit,0.77423203,0.7626322,0.77423203,0.76838833
8,5,4,Infection,0.952878,0.9833795,0.952878,0.96788853
0,5,5,Botnet,0.94452727,0.41463733,0.94452727,0.57628965
1,5,5,DoS,0.17834775,0.77662337,0.17834775,0.29008004
2,5,5,MITM,0.9985092,0.9778102,0.9985092,0.9880513
3,5,5,Normal,0.72711,0.9787234,0.72711,0.83436
4,5,5,Scanner,0.4454383,0.98160315,0.4454383,0.61279744
5,5,5,Brute force,0.99075454,0.9756241,0.99075454,0.98313105
6,5,5,Generic,0.99194753,0.9884101,0.99194753,0.99017566
7,5,5,Exploit,0.98568875,0.7615757,0.98568875,0.8592593
8,5,5,Infection,0.94422907,0.9823146,0.94422907,0.96289533
