,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
1,3,3,DoS,0.15205725,0.8947368,0.15205725,0.25993887
2,3,3,MITM,0.960334,0.62597203,0.960334,0.75791454
3,3,3,Normal,0.41920096,0.8915663,0.41920096,0.57026976
4,3,3,Scanner,0.8741426,0.8620588,0.8741426,0.8680587
5,3,3,Brute force,0.38681778,0.92116475,0.38681778,0.5448435
6,3,3,Generic,0.9877758,0.51725215,0.9877758,0.678963
7,3,3,Exploit,0.8666865,0.78413385,0.8666865,0.823346
8,3,3,Infection,0.56678593,0.97838396,0.56678593,0.7177648
0,3,4,Botnet,0.93319416,0.5193361,0.93319416,0.6673065
1,3,4,DoS,0.14728682,0.9097606,0.14728682,0.25352836
2,3,4,MITM,0.96331644,0.63998413,0.96331644,0.7690476
3,3,4,Normal,0.40053684,0.8882275,0.40053684,0.5521069
4,3,4,Scanner,0.8777579,0.8782816,0.8777579,0.8780197
5,3,4,Brute force,0.39576498,0.91265476,0.39576498,0.5521115
6,3,4,Generic,0.98747766,0.5148453,0.98747766,0.67681617
7,3,4,Exploit,0.8690725,0.77727395,0.8690725,0.8206139
8,3,4,Infection,0.5791828,0.9404358,0.5791828,0.71686965
0,3,5,Botnet,0.93826425,0.5234609,0.93826425,0.67200685
1,3,5,DoS,0.15180436,0.87157536,0.15180436,0.25857252
2,3,5,MITM,0.9663089,0.64051384,0.9663089,0.7703827
3,3,5,Normal,0.4011333,0.9002677,0.4011333,0.5549824
4,3,5,Scanner,0.86881334,0.87011045,0.86881334,0.8694614
5,3,5,Brute force,0.38264242,0.94199705,0.38264242,0.54422057
6,3,5,Generic,0.98687744,0.5137401,0.98687744,0.67571986
7,3,5,Exploit,0.87388194,0.76011413,0.87388194,0.8130375
8,3,5,Infection,0.5705339,0.9451581,0.5705339,0.7115492
0,4,1,Botnet,0.046511628,0.91764706,0.046511628,0.08853575
1,4,1,DoS,0.9639129,0.5057903,0.9639129,0.6634507
2,4,1,MITM,0.96511626,0.64238936,0.96511626,0.77135706
3,4,1,Normal,0.40799284,0.8609188,0.40799284,0.553622
4,4,1,Scanner,0.8634059,0.8820841,0.8634059,0.872645
5,4,1,Brute force,0.37447822,0.9188003,0.37447822,0.53209066
6,4,1,Generic,0.9886669,0.5121273,0.9886669,0.6747405
7,4,1,Exploit,0.8643411,0.7673372,0.8643411,0.8129557
8,4,1,Infection,0.58693707,0.9402771,0.58693707,0.72273225
0,4,2,Botnet,0.69320214,0.52816904,0.69320214,0.5995359
1,4,2,DoS,0.3936773,0.58201057,0.3936773,0.46966732
2,4,2,MITM,0.93229944,0.62897384,0.93229944,0.75117147
3,4,2,Normal,0.40250447,0.88293004,0.40250447,0.55293876
4,4,2,Scanner,0.85863405,0.85684526,0.85863405,0.8577387
5,4,2,Brute force,0.38550985,0.9235714,0.38550985,0.54396296
6,4,2,Generic,0.9862809,0.5043465,0.9862809,0.6674066
7,4,2,Exploit,0.8619147,0.7861806,0.8619147,0.8223076
8,4,2,Infection,0.5739416,0.9534423,0.5739416,0.7165457
0,4,3,Botnet,0.34178346,0.55096155,0.34178346,0.42186636
1,4,3,DoS,0.7003578,0.5295311,0.7003578,0.6030809
2,4,3,MITM,0.95675516,0.63625544,0.95675516,0.7642644
3,4,3,Normal,0.40697673,0.86611676,0.40697673,0.55375254
4,4,3,Scanner,0.8744408,0.8783703,0.8744408,0.8764011
5,4,3,Brute force,0.3847301,0.907173,0.3847301,0.5403142
6,4,3,Generic,0.9865832,0.5209383,0.9865832,0.68184626
7,4,3,Exploit,0.88607216,0.7706874,0.88607216,0.8243618
8,4,3,Infection,0.57781756,0.93173075,0.57781756,0.7132867
0,4,4,Botnet,0.64688337,0.53031784,0.64688337,0.5828295
1,4,4,DoS,0.42546213,0.57937473,0.42546213,0.49063095
2,4,4,MITM,0.96331644,0.63708085,0.96331644,0.7669476
3,4,4,Normal,0.41186997,0.87626904,0.41186997,0.5603571
4,4,4,Scanner,0.87000597,0.87208605,0.87000597,0.87104475
5,4,4,Brute force,0.38294065,0.92440605,0.38294065,0.5415436
6,4,4,Generic,0.984198,0.50972825,0.984198,0.6716175
7,4,4,Exploit,0.8681778,0.78042895,0.8681778,0.8219681
8,4,4,Infection,0.5776916,0.9495098,0.5776916,0.71833855
0,4,5,Botnet,0.63107663,0.5272863,0.63107663,0.5745317
1,4,5,DoS,0.4282732,0.564022,0.4282732,0.48686218
2,4,5,MITM,0.9588551,0.64461815,0.9588551,0.7709457
3,4,5,Normal,0.41395766,0.8427444,0.41395766,0.55520004
4,4,5,Scanner,0.87298745,0.84162116,0.87298745,0.85701734
5,4,5,Brute force,0.364748,0.934301,0.364748,0.52466756
